Total solar irradiance (W/m2),Air temperature  (°C) ,Relative humidity (%),Power (MW)
81.19,17.41069692,60.04289245,0.98
115.82,15.85176772,66.65068832,2.1
175.93,16.32609053,54.8710852,2.91
242.33,19.07230381,64.19724095,3.53
306.23,16.14475213,53.35590218,4.21
306.61,20.32811925,53.99631298,5.06
446.87,20.96249245,51.62152557,6.11
498.47,18.46697848,56.20924001,5.38
458.56,21.76783892,55.15000102,6.37
475.45,23.47717855,45.11989723,6.98
519.46,22.75753777,44.31118871,7.52
525.5,26.26580874,50.19893739,10.25
514.56,25.00837407,44.06569266,12.47
595.42,25.02642546,45.93926857,12.0
515.9,24.90757489,41.92627427,13.58
603.36,26.31437716,42.87343723,13.18
590.57,28.2125851,44.78778246,13.61
668.62,28.34672262,42.52122661,13.76
594.34,25.81093568,39.83063236,13.95
670.26,22.81757133,42.915596,16.31
566.71,23.56766963,35.79721684,13.64
606.32,23.56475301,34.59904176,16.28
650.15,24.49738298,36.61817405,16.87
611.6,26.1156035,35.6945207,15.45
586.04,28.83891909,36.34197026,15.02
681.9,24.98581814,41.12782452,14.95
604.43,23.63112811,34.94895247,13.25
544.35,28.24578035,41.45422809,13.3
473.5,27.58787437,37.90721122,10.78
549.11,22.97292791,40.08396347,9.73
496.87,23.3038627,37.58702071,9.93
448.07,27.95636568,44.83437206,6.59
354.68,24.3847279,42.02531046,6.33
349.88,24.1398663,46.81686795,5.5
303.87,27.76001206,49.21498796,5.59
283.35,25.67331549,45.69846473,4.3
214.68,25.92256541,50.08095581,3.5
194.09,22.79623022,44.80980117,2.45
126.12,22.92404456,52.11090115,1.93
99.71,26.17249436,47.88872693,1.12
60.4,23.05807466,52.85716312,0.42
39.19,25.12387887,53.44188614,0.2
17.98,23.43791792,50.21230232,0.0
0.0,23.55631041,57.5004773,0.0
0.0,23.30558241,63.47106666,0.0
0.0,18.89933998,59.90662404,0.0
14.53,14.73554835,81.21287903,0.42
25.79,13.02429595,80.16143015,0.9
35.52,14.17567411,78.49117711,1.39
60.7,16.26141341,76.45066836,2.87
72.72,14.10127835,73.02411036,3.56
112.04,16.57633953,75.33127332,4.6
109.87,14.08799539,78.90609361,6.92
146.24,18.06021282,75.49970938,6.25
168.65,14.65015398,70.4323017,6.58
160.23,18.10852016,66.14151799,9.5
193.45,16.03414345,73.4356283,10.42
206.59,17.12442717,68.97770137,12.38
197.46,18.04433882,71.22357761,11.0
192.28,17.99495174,73.78749063,12.17
181.74,18.14823578,64.07416497,12.22
185.48,19.57422042,65.48084055,13.31
192.26,19.0461407,75.23286611,14.5
201.65,20.9750715,70.82648236,14.77
183.71,20.14221677,61.891279,16.51
214.42,17.73549937,65.50375741,14.22
196.44,17.19881488,73.12332498,16.0
191.77,16.76825646,68.62626276,15.19
232.32,19.42098326,69.06596711,15.88
200.58,21.23867938,72.6181293,16.02
206.9,20.25008536,71.93805942,15.32
233.51,20.29233915,76.04035229,17.88
204.5,16.99081672,62.25032139,17.01
206.48,19.46660115,62.63729596,14.47
207.3,17.76644425,75.47749371,14.73
182.7,19.12090405,69.44993754,13.89
191.32,17.92775848,63.40841276,12.78
205.46,17.6811017,70.6105047,11.99
181.52,18.70230831,63.63194325,11.76
205.21,17.70013272,63.56633038,9.82
178.62,18.36329862,71.46766426,9.65
184.6,18.98373807,66.06591705,7.37
169.33,18.4519697,58.64084253,6.59
142.62,17.31345311,60.64283555,5.86
138.44,20.56896727,53.90775916,4.69
115.43,19.47806806,66.72382259,3.81
86.67,16.82974001,64.71439113,3.2
58.56,17.83142444,65.07285121,1.31
36.46,20.51601107,63.39824755,0.54
26.53,20.71054084,54.60740234,0.28
13.37,18.8979892,67.28755863,0.0
0.0,17.57579089,63.70151557,0.0
0.0,18.46253604,63.57179248,0.0
0.0,19.04186393,61.68444156,0.0
0.0,10.70598501,65.32647266,0.24
15.13,10.78496908,54.56850809,0.47
29.83,11.56867181,61.9065188,0.54
50.7,11.16180759,56.48230274,0.89
88.03,9.99096164,52.31832294,1.29
120.9,10.0189058,53.81516447,1.96
172.52,11.49651785,55.4389434,2.37
201.98,9.821820706,57.13633971,3.16
256.39,12.72246004,59.92332801,3.17
298.46,13.59520709,47.08201303,3.48
348.41,14.04091232,56.5536597,3.1
307.81,14.14934398,45.01781632,3.5
409.51,13.3240071,49.18522718,4.15
430.07,16.83803583,46.14003344,3.54
447.68,14.64512791,49.68087827,4.38
408.11,15.61397127,46.50081452,4.12
449.4,15.70067219,39.28657542,3.81
475.26,17.54680394,43.58977948,4.55
477.65,18.88587132,39.4939097,4.44
536.46,20.05389052,37.92227588,4.25
540.2,20.29757169,45.19751345,4.06
646.86,18.00750509,36.61192387,3.99
662.82,17.28351297,41.51368223,3.91
617.65,18.28204403,41.85172922,3.75
593.55,22.3517478,40.92844218,4.5
650.97,20.32447191,35.21203332,3.87
569.27,22.8485577,39.73767516,4.32
632.48,20.29727426,39.01383513,3.78
601.75,19.94480324,37.24568429,3.55
512.92,18.53655677,38.35478801,3.47
511.38,19.36105909,41.03221777,3.82
411.37,19.59600995,38.2825954,3.42
345.6,17.78887255,40.98457895,3.82
359.06,20.09075295,39.27056487,3.6
305.31,18.55416172,38.95625799,3.16
247.71,18.85197289,44.61002219,3.13
241.07,17.86058068,51.18422555,2.79
172.84,16.85775262,50.82125956,2.97
154.62,17.03803805,46.73592034,2.74
120.34,16.19338963,46.88410584,2.62
93.77,16.38732058,52.98341366,1.78
58.46,14.0570256,50.5778423,0.91
41.06,14.41264134,50.90905845,0.33
20.36,13.71016836,62.36604931,0.16
14.04,13.18447809,63.38974237,0.0
0.0,14.90573761,53.77519369,0.0
0.0,15.71932563,63.70729835,0.0
0.0,15.91395931,55.65578872,0.0
12.43,8.978118287,66.07449584,0.21
22.57,9.529939862,59.47595229,0.39
30.59,9.799947394,71.90605626,0.54
51.54,9.136588448,63.4299796,0.85
58.23,9.843713063,60.67695618,1.7
91.21,8.533271906,64.35026533,2.5
106.61,10.90119043,59.4774718,3.69
118.48,10.09380987,58.88631671,3.69
149.84,9.9750704,60.95325599,4.29
161.04,12.49169551,58.94455314,4.55
158.09,10.59293622,63.89446691,4.93
201.94,12.57025482,56.02483998,6.72
182.59,11.45845618,56.62326111,5.65
209.83,13.94090068,55.70891435,7.59
240.67,13.38614824,50.99287105,8.31
212.54,12.62657589,59.85729349,9.08
265.01,12.26278979,61.22851262,9.27
233.88,13.45964188,52.45495701,11.12
297.99,11.82851619,52.7407387,12.57
245.77,11.65255965,55.62294229,13.13
286.19,11.81316189,60.19221299,14.92
261.48,14.56474133,63.11415027,15.45
330.61,13.16069213,63.41743749,17.77
302.88,13.43217409,62.34960418,15.99
310.64,13.02620094,63.77102197,16.44
337.08,12.65388588,63.38850084,13.99
284.24,12.59696059,73.67422221,15.75
316.9,14.16234476,74.47667646,15.06
286.35,13.08528275,73.01143061,13.87
204.97,13.73901339,64.84019229,14.27
193.37,13.89488845,75.69553326,13.11
149.36,13.15295785,67.80597342,10.08
125.26,13.85909042,84.31760217,7.08
87.32,13.85519082,69.97015762,6.98
84.67,12.34396205,83.76387319,6.57
67.06,11.7469663,85.41225446,5.66
50.94,13.49307803,87.31263217,4.16
41.57,13.51147772,83.85744179,3.17
34.71,12.02836708,83.37313032,3.26
32.46,12.38125814,89.99387561,2.64
20.74,12.3965386,75.30089563,2.01
17.92,12.34148346,88.05810264,0.87
12.56,11.98447264,80.03817178,0.37
0.0,13.28265492,75.63339121,0.18
0.0,11.29751399,75.83188074,0.0
0.0,11.82796697,92.06829131,0.0
0.0,13.1584683,87.68751259,0.0
0.0,12.53117056,81.68057361,0.0
0.0,13.76339015,87.69607147,0.18
0.0,11.53486063,99.86584935,0.37
15.02,12.10613844,95.43263172,0.46
23.29,12.17056772,89.64703492,0.59
37.88,12.22797175,98.62063314,0.79
44.44,11.46586248,100.0,1.39
57.73,13.09823571,88.87597326,1.48
77.75,14.20989224,94.371506,2.3
88.11,12.77175733,87.93911518,2.33
105.3,14.60411686,100.0,3.35
102.02,14.4553541,100.0,3.22
111.48,15.20392506,100.0,3.55
143.74,13.29977796,100.0,3.27
150.06,14.39461451,85.59364425,3.59
135.39,12.87477977,98.02908791,3.83
167.92,13.21489646,91.18182266,4.4
157.55,13.995057,85.97739692,3.68
182.92,14.88409923,97.38764016,4.53
180.1,14.00619104,89.20545125,4.85
189.59,14.81972622,96.6362421,3.87
218.16,14.92804336,91.86165939,4.6
222.04,15.02839237,100.0,4.71
194.52,14.09957746,99.35257544,4.11
189.82,14.51530081,95.17233264,5.24
224.7,13.43204125,97.57180979,5.07
229.34,14.08529471,90.89550615,4.79
226.16,14.44911547,92.75419328,4.62
187.17,14.65301388,94.17179699,3.36
207.6,15.7906377,88.41204658,3.41
170.88,14.50839316,86.15399561,3.05
145.57,13.39010184,88.17916908,3.03
128.41,15.71591548,97.27495882,3.1
106.55,13.83058238,100.0,2.55
100.33,14.42595723,91.79301129,1.78
82.48,12.72809247,99.25787134,1.5
83.56,14.48432009,94.60066846,1.28
69.28,14.18111911,100.0,1.12
56.65,12.55492536,90.32314598,0.74
45.58,13.475635,100.0,0.62
35.51,12.23447,90.47285645,0.53
31.6,13.06794943,93.85242734,0.41
23.97,10.77735637,94.01637215,0.21
15.77,12.73124812,97.66910395,0.1
0.0,11.06699979,100.0,0.04
0.0,11.5118845,86.60056173,0.0
0.0,9.811943927,100.0,0.0
0.0,11.54913374,100.0,0.0
0.0,9.52546179,94.59178872,0.0
17.38,6.525995063,82.59979718,0.13
27.23,6.886768739,80.81704973,0.29
50.96,6.612195431,79.12544436,0.33
79.26,6.596604669,74.4665729,0.49
111.46,7.725401224,83.1663406,0.51
126.14,7.739161859,74.81702209,0.65
168.63,7.241720762,78.35483009,0.82
206.56,7.098508769,61.57867469,1.06
256.2,7.576302216,59.74290566,1.14
298.79,8.831006705,63.49251158,1.4
346.36,8.114301226,58.27091142,1.58
367.38,9.98926948,56.83310827,1.55
352.68,9.567632669,45.98294982,2.54
409.38,11.32389253,42.29281207,2.37
422.94,9.799239158,37.89229761,2.76
421.39,11.71213753,40.9592628,3.01
458.09,12.95496043,39.39569374,3.54
474.57,10.76051196,40.19166384,3.32
471.8,13.0045632,36.97052871,3.6
496.83,13.07354934,40.42924988,3.23
521.52,11.80343522,38.41719039,3.67
518.63,14.71711738,41.61624815,3.65
545.08,13.44673784,37.73686183,3.5
476.75,15.79713052,40.0438559,3.08
468.85,13.94885474,41.90240869,3.14
524.02,13.29220028,39.03889221,3.2
461.33,13.9694348,35.81911313,3.39
455.45,14.44405914,42.05838223,3.45
465.58,13.78775377,41.47431027,2.93
440.1,16.33981326,42.28489634,3.23
450.42,13.87464097,41.20642995,2.64
450.39,13.42214092,39.11797112,2.05
343.97,16.05171863,40.29090114,1.7
342.1,13.90199569,38.18261812,1.35
304.22,14.28782544,42.64381972,1.33
317.84,14.88399364,45.88064047,1.19
234.54,13.15668442,41.47729933,0.91
200.63,14.28920295,42.62881021,0.77
171.21,13.83174677,49.15337256,0.57
160.99,15.36463751,48.78041511,0.54
104.41,13.14087119,43.278333,0.4
91.27,12.35622091,51.33343567,0.2
57.6,14.03414865,51.71236874,0.07
31.61,11.47205285,54.30603278,0.04
19.28,10.92810542,46.1711574,0.0
0.0,13.32086775,51.74393308,0.0
0.0,12.53268599,51.39472093,0.0
0.0,11.72241519,48.85926061,0.0
35.56,5.561273158,75.26411615,0.19
56.64,6.654381124,80.1527307,0.37
93.46,6.233129503,73.79700092,0.43
136.55,6.798154075,73.93341979,0.91
173.41,6.829320833,72.01044441,1.44
241.19,6.822404985,77.56370276,2.42
259.0,8.399352185,63.61869731,3.18
347.8,9.026478283,69.48421577,3.95
388.89,10.83718861,68.32887396,3.82
443.77,9.725569456,61.42512973,4.09
479.85,10.98632511,64.16231751,4.24
463.72,13.09860653,61.71333033,4.08
409.54,13.15066679,63.03412557,4.29
444.64,12.65936447,58.15466527,4.74
409.43,13.1125284,61.01474314,5.3
427.17,14.84786401,53.77698121,5.4
460.01,15.10703365,53.44910463,5.54
384.48,15.41947534,52.78738804,6.55
469.26,13.58797762,60.46174022,6.31
476.47,14.76068359,63.37836967,6.31
456.77,15.11730206,71.95816629,7.55
432.91,12.74504165,70.14856835,7.84
465.49,14.63549916,71.21470292,9.16
417.79,14.27944154,66.65982142,8.8
397.15,12.33689024,71.30072766,8.21
411.08,12.51013544,82.40961796,9.02
420.28,12.0692423,77.08305516,8.8
383.42,13.79416332,83.29282759,7.94
324.9,14.23291919,87.83712529,6.18
319.53,11.86540519,79.78828367,6.95
248.12,12.59392766,84.19095097,5.61
241.02,13.32408668,96.79854126,5.34
181.91,12.65392625,95.99807283,6.05
161.65,13.76785234,85.67305096,4.8
112.25,13.63347768,86.27049955,4.43
103.87,11.04869051,98.31652654,5.44
85.4,13.3060912,99.4472272,3.4
70.35,11.01800483,99.16293446,3.58
64.09,11.10498059,97.14711293,3.32
55.28,11.03770481,91.3325297,3.38
36.39,11.76549189,100.0,2.13
29.33,11.28085222,100.0,1.01
19.28,12.23093184,100.0,0.44
11.98,11.90777218,100.0,0.22
0.0,11.13642198,97.43390001,0.0
0.0,10.79212411,94.3181381,0.0
0.0,11.24668763,90.80561742,0.0
0.0,11.55339749,94.55152073,0.0
0.0,12.22216103,100.0,0.25
8.61,13.70289869,87.10311314,0.48
15.15,13.05334751,90.57874845,0.97
30.31,11.51814577,94.65353263,2.05
42.12,14.53208295,100.0,2.74
62.32,13.91099648,100.0,3.32
88.54,13.9768389,100.0,3.6
98.64,12.39657104,88.05155113000001,3.72
108.15,13.71174667,100.0,3.92
132.76,15.3097034,90.47877791,4.02
127.74,15.06282558,100.0,4.71
132.81,16.0507542,98.24036945,5.67
160.16,17.65012924,95.65647352,5.35
156.02,15.49107491,87.54692567,5.45
136.07,18.30903667,86.49165764,5.18
148.13,16.92528027,96.2299908,5.51
149.36,15.0837579,77.85166066,5.6
168.92,15.43793242,84.81818401,5.12
156.82,17.21683596,96.50865522,6.23
170.76,14.74335691,95.40245989,5.12
160.54,18.24771842,85.63776579,6.13
144.12,16.58016781,86.0944562,6.03
170.63,16.42634784,95.82097315,5.85
154.61,18.0145426,96.01312806,5.77
166.58,18.0900648,82.31724947,5.27
147.08,17.77395065,82.72478958,5.85
165.56,15.08337974,87.1638674,5.81
170.96,17.84091563,95.02596752,4.17
162.38,16.55779419,91.8171749,3.51
129.56,14.96526172,89.72387111,3.14
137.59,15.36885745,88.18623296,2.95
123.29,16.36592288,96.1175149,3.32
133.62,16.53792507,95.97742944,3.18
131.46,17.91378544,88.69303188,2.38
100.67,18.62257418,100.0,1.8
114.94,15.61531035,87.19835347,1.67
99.44,17.2122135,94.72828124,1.34
78.04,15.75278139,89.88601455,1.24
69.08,18.03154536,90.44745749,1.05
48.06,17.19680274,90.7002836,0.82
39.56,16.16118964,99.1653643,0.59
28.76,16.50670023,100.0,0.28
19.06,14.74354977,96.96485415,0.1
10.82,17.77918683,98.27780432,0.05
0.0,16.37159527,100.0,0.0
0.0,15.57109477,100.0,0.0
0.0,16.47660379,92.88373384,0.0
0.0,14.59968883,100.0,0.0
19.62,12.56368053,78.05572967,0.19
31.43,11.15019839,85.67041028,0.36
32.38,10.61313301,77.18154809,0.6
42.33,11.94234279,76.21069935,0.78
52.46,10.8312166,83.04254139,1.1
54.63,12.3605419,79.33774752,1.6
54.01,11.3602569,89.19945926,2.29
64.93,12.59512336,75.1862103,2.68
65.43,11.50723791,79.20432196,2.8
64.48,13.19582454,88.2024139,3.6
81.27,12.41591631,86.54464973,3.19
72.58,11.13899702,76.1482633,3.1
88.95,11.1025184,89.45529035,3.72
95.86,13.65383167,78.94273073,3.22
97.99,13.26454905,90.88272032,3.82
115.06,12.24105138,88.08755759,3.55
122.57,13.6440229,79.29593526,4.12
127.13,13.49585717,85.35403018,4.16
138.87,12.93248498,75.55518792,3.54
126.56,13.63647389,83.78700062,3.9
131.42,13.69150881,86.1422984,4.13
130.95,13.87998198,87.11807561,3.77
161.45,14.47378119,86.51945065,3.48
144.62,13.12983893,77.60173976,3.56
167.87,15.21467702,89.5419291,3.58
144.35,15.19806769,77.8080645,3.86
164.9,14.89254177,72.76883441,3.94
142.66,16.09561597,75.41056146,3.41
147.55,15.45465896,75.69426086,3.38
141.62,13.08572759,70.83923041,3.38
141.38,15.37906679,80.86028584,3.67
141.34,15.66416633,84.25494195,3.52
143.95,14.05666645,88.42916427,3.62
138.51,15.41901173,82.72480482,3.24
123.05,14.40233221,83.00644841,2.96
103.04,14.71929302,84.4430582,2.58
101.64,14.90134163,77.8832007,2.13
88.42,16.03153598,79.05052196,1.82
75.48,13.32876876,84.00006816,1.53
70.39,14.84351311,84.63980229,1.09
51.48,14.6796212,83.99236365,1.07
33.69,15.03956768,84.64472285,0.55
27.6,13.0048473,81.59056561,0.2
18.87,13.50104469,87.47771915,0.09
12.88,12.97031278,74.94705201,0.0
0.0,13.12291096,77.95119076,0.0
0.0,14.13105047,81.92400077,0.0
0.0,13.64399825,76.07435742,0.0
20.72,16.94501389,91.30072619,0.31
31.51,15.32343961,79.87077074,0.53
43.67,16.18291073,80.31752402,0.72
69.27,14.98242598,85.50394979,0.89
96.76,15.60649469,80.43273558,1.14
117.27,18.7184082,72.89970682,1.14
148.56,19.49341746,79.94153304,1.3
168.64,17.88717709,79.76903763,1.3
184.64,16.90412151,82.20401822,1.28
210.53,20.23435558,71.54874834,1.39
223.61,21.62977811,82.38472563,1.59
198.07,17.8695214,80.62566512,1.74
194.48,21.87296281,78.02625399,1.46
212.82,18.43311288,80.09760606,2.11
222.96,20.42190001,76.27925735,2.16
188.0,21.18589071,72.63084484,2.45
200.35,19.45070359,78.02808556,2.68
182.21,19.73955469,79.30299158,2.48
212.11,21.99570566,74.4227424,3.25
186.52,22.01270623,78.37900973,2.94
188.33,20.18217657,73.68598124,3.1
175.09,23.36177748,85.9793822,3.17
216.61,20.16794623,77.63201424,3.31
174.82,20.76072036,79.78510235,3.67
217.34,19.98239315,85.60983108,3.39
174.66,22.05954328,90.71258576,3.51
187.99,21.86529149,93.40160028,3.71
157.17,20.79155971,85.23771374,3.07
175.23,20.89475515,90.74565797,3.47
138.7,18.57654641,84.65152819,3.23
134.86,20.24649015,87.97392221,3.24
89.97,18.15613527,87.40903608,2.84
83.67,18.1402986,95.75871817,3.07
67.47,19.08772365,92.73703131,2.73
64.54,20.94148426,97.93201788,2.28
47.87,18.32454832,87.22578774,2.27
45.03,20.66062187,90.38736682,1.92
33.64,20.42564569,89.4788396,1.74
28.63,19.34343303,88.01806222,1.23
22.64,17.53962735,90.71043882,1.17
16.42,17.88990225,84.86471847,1.14
10.75,17.47301484,96.4315928,0.46
0.0,19.43526435,82.51275001,0.22
0.0,19.39016249,85.45202724,0.09
0.0,18.28809756,95.82834335,0.0
0.0,16.04778711,91.65365718,0.0
0.0,19.17134076,88.95147428,0.0
0.0,17.23903362,91.3066788,0.0
22.99,9.170561522,100.0,0.39
36.55,8.829717323,86.88333567,0.81
58.29,8.049157214,91.2015955,1.08
87.42,8.417720204,91.28752576,1.87
123.02,7.818356264,96.50120618,2.54
140.66,7.865453593,95.59042849,3.45
196.4,9.494765016,94.01756619,4.03
251.22,8.628170456,95.67972701,4.04
278.31,8.667313093,81.35027615,4.17
263.31,9.174773842,89.9826454,4.44
318.42,10.25847638,83.05517449,4.72
308.76,10.64810619,87.55172915,5.1
305.9,10.69976269,86.44955241,4.92
300.7,10.24508606,76.42738342,5.88
258.42,10.75087251,69.31288773,6.14
276.77,12.16818881,65.04954391,5.91
282.56,11.22923725,64.08915532,5.94
300.64,11.6243296,69.78310921,5.05
312.2,11.5524953,62.60493603,5.54
264.33,12.7661157,72.08806036,5.03
262.44,11.59843609,63.55525347,5.04
265.61,11.10877698,67.02877536,5.3
280.48,11.38100734,74.91272267,6.01
303.43,10.30493535,68.46971562,5.98
257.8,12.79199072,68.87232829,5.22
266.53,11.87326553,70.44760462,5.0
291.13,11.67142083,59.68110897,5.19
292.39,10.8161172,60.40307371,4.13
281.42,12.64621598,72.70527194,4.04
285.02,11.31152363,64.23731385,3.84
278.0,11.8886769,59.16118534,3.31
260.85,11.37946625,62.6995403,2.59
229.7,10.92010483,63.79034949,2.32
232.95,11.74159413,64.59106999,1.93
211.69,12.85725042,67.13261855,1.92
227.09,12.04280355,66.5962954,1.54
196.75,13.07440059,58.19899959,1.32
171.77,12.86263491,61.11460785,1.18
143.62,10.36554737,58.33913309,0.95
118.94,11.18977202,59.93254358,0.7
88.55,12.26597129,66.00253307,0.45
71.32,11.69136304,64.03415975,0.23
47.16,11.38271969,59.85193369,0.1
23.98,10.26633788,71.24393684,0.06
16.54,10.21867683,65.57410983,0.0
0.0,9.450508309,76.83949328,0.0
0.0,10.86761753,80.64892798,0.0
0.0,10.67842215,71.88307577,0.0
53.55,6.275326099,80.2864189,0.36
81.49,8.101152479,80.11214837,0.52
116.6,8.79617093,70.63773093,0.87
169.32,9.502175435,84.01217961,1.34
246.97,11.18842099,73.22420306,2.26
298.61,10.82036738,77.00161636,3.11
355.96,10.53384839,70.20543974,3.45
507.67,11.40092821,71.12462086,3.82
594.86,15.31440183,67.5630629,4.33
529.21,14.51273153,65.09307689,3.58
626.74,16.529974,51.56241943,4.16
696.56,17.44145128,51.92778424,3.97
754.56,17.18845411,54.62965383,4.7
644.21,16.339906,51.34551338,4.9
682.14,17.19248295,47.6581394,4.38
704.65,19.45120039,46.74413725,5.07
735.76,17.37954768,42.2947134,4.42
843.61,18.74637686,43.94185446,4.69
744.66,21.23881015,48.14939197,4.88
739.68,21.27800879,50.28868317,5.16
733.36,21.43249286,46.35623213,4.5
838.51,19.19606047,44.5573084,4.65
854.23,22.28808568,46.9487371,4.64
801.06,22.88796238,47.82177344,4.57
884.77,22.82810389,49.82583989,4.64
792.96,21.89938109,42.81005631,4.59
780.33,21.4719509,49.16014987,4.65
792.25,19.32511811,50.34977473,4.74
743.82,21.95282466,45.52155612,4.74
578.54,18.81576615,49.99392658,3.71
545.77,22.5985755,48.52214474,4.27
479.18,20.98588509,47.67053121,4.41
441.32,19.56612907,51.73802974,4.26
365.52,19.83526916,53.67672259,3.95
267.95,18.46631814,46.72374804,3.79
231.61,21.21948941,55.83765428,3.02
246.34,18.39107848,54.81251952,3.06
166.85,20.31912635,58.10017691,3.39
169.31,18.15734359,57.66702209,2.74
114.35,18.48161415,54.06821714,1.95
100.21,21.33600308,60.32884314,1.26
58.51,19.22838865,64.12872925,0.7
47.67,18.48667735,58.65085555,0.27
25.89,19.29324091,64.86556964,0.14
18.97,17.97800342,64.37475856,0.0
0.0,19.41146935,62.05641865,0.0
0.0,16.12264541,69.92903163,0.0
0.0,15.08497169,57.91029444,0.0
0.0,9.496039457,89.45873008,0.93
0.0,9.135384479,100.0,1.41
0.0,8.27049133,97.83694494,2.62
12.28,8.31835219,100.0,3.78
19.55,8.267341417,100.0,5.44
24.7,8.768160782,100.0,5.83
32.75,8.120755286,99.75906537,6.81
38.38,8.242498256,100.0,8.3
41.23,8.563565975,100.0,8.07
48.64,10.11394824,100.0,9.81
51.91,10.9456288,94.46365562,12.06
58.44,9.578495728,100.0,11.4
76.54,11.00249054,91.40166656,13.59
